Match_Date,Match_Format,Opponent,Winner,Margin,Ground,Year,Gender,Toss_Winner,Toss_Decision,Player_of_Match,Event_Name,Home_Away
2025-07-08,ODI,Bangladesh,Sri Lanka,99 runs,Pallekele International Cricket Stadium,2025,male,Sri Lanka,bat,BKG Mendis,Bangladesh tour of Sri Lanka,Home
2025-07-10,T20,Bangladesh,Sri Lanka,7 wickets,Pallekele International Cricket Stadium,2025,male,Sri Lanka,field,BKG Mendis,Bangladesh tour of Sri Lanka,Home
2025-07-13,T20,Bangladesh,Opponent,83 runs,Rangiri Dambulla International Stadium,2025,male,Sri Lanka,field,Liton Das,Bangladesh tour of Sri Lanka,Home
2025-07-16,T20,Bangladesh,Opponent,8 wickets,"R Premadasa Stadium, Colombo",2025,male,Sri Lanka,bat,Mahedi Hasan,Bangladesh tour of Sri Lanka,Home
2025-08-29,ODI,Zimbabwe,Sri Lanka,7 runs,Harare Sports Club,2025,male,Zimbabwe,field,D Madushanka,Sri Lanka tour of Zimbabwe,Away
2025-08-31,ODI,Zimbabwe,Sri Lanka,5 wickets,Harare Sports Club,2025,male,Sri Lanka,field,P Nissanka,Sri Lanka tour of Zimbabwe,Away
2025-09-03,T20,Zimbabwe,Sri Lanka,4 wickets,Harare Sports Club,2025,male,Sri Lanka,field,PHKD Mendis,Sri Lanka tour of Zimbabwe,Away
2025-09-06,T20,Zimbabwe,Opponent,5 wickets,Harare Sports Club,2025,male,Zimbabwe,field,Sikandar Raza,Sri Lanka tour of Zimbabwe,Away
2025-09-07,T20,Zimbabwe,Sri Lanka,8 wickets,Harare Sports Club,2025,male,Sri Lanka,field,K Mishara,Sri Lanka tour of Zimbabwe,Away
2025-09-13,T20,Bangladesh,Sri Lanka,6 wickets,"Zayed Cricket Stadium, Abu Dhabi",2025,male,Sri Lanka,field,K Mishara,Men's T20 Asia Cup,Away
2025-09-15,T20,Hong Kong,Sri Lanka,4 wickets,Dubai International Cricket Stadium,2025,male,Sri Lanka,field,P Nissanka,Men's T20 Asia Cup,Away
2025-09-20,T20,Bangladesh,Opponent,4 wickets,Dubai International Cricket Stadium,2025,male,Bangladesh,field,Saif Hassan,Men's T20 Asia Cup,Away
2025-09-23,T20,Pakistan,Opponent,5 wickets,"Zayed Cricket Stadium, Abu Dhabi",2025,male,Pakistan,field,Hussain Talat,Men's T20 Asia Cup,Away
2025-09-26,T20,India,Tie,,Dubai International Cricket Stadium,2025,male,Sri Lanka,field,P Nissanka,Men's T20 Asia Cup,Away
2025-09-30,ODI,India,Opponent,59 runs,"Barsapara Cricket Stadium, Guwahati",2025,female,Sri Lanka,field,DB Sharma,ICC Women's World Cup,Away
2025-10-11,ODI,England,Opponent,89 runs,"R Premadasa Stadium, Colombo",2025,female,Sri Lanka,field,NR Sciver-Brunt,ICC Women's World Cup,Home
2025-10-14,ODI,New Zealand,No Result,,"R Premadasa Stadium, Colombo",2025,female,Sri Lanka,bat,nan,ICC Women's World Cup,Home
2025-10-17,ODI,South Africa,Opponent,10 wickets,"R Premadasa Stadium, Colombo",2025,female,Sri Lanka,bat,L Wolvaardt,ICC Women's World Cup,Home
2025-10-20,ODI,Bangladesh,Sri Lanka,7 runs,"Dr DY Patil Sports Academy, Navi Mumbai",2025,female,Sri Lanka,bat,GWHM Perera,ICC Women's World Cup,Away
2025-10-24,ODI,Pakistan,No Result,,"R Premadasa Stadium, Colombo",2025,female,Sri Lanka,field,nan,ICC Women's World Cup,Home
2025-11-11,ODI,Pakistan,Opponent,6 runs,Rawalpindi Cricket Stadium,2025,male,Sri Lanka,field,Agha Salman,Sri Lanka tour of Pakistan,Away
2025-11-14,ODI,Pakistan,Opponent,8 wickets,Rawalpindi Cricket Stadium,2025,male,Pakistan,field,Babar Azam,Sri Lanka tour of Pakistan,Away
2025-11-16,ODI,Pakistan,Opponent,6 wickets,Rawalpindi Cricket Stadium,2025,male,Pakistan,field,Mohammad Wasim,Sri Lanka tour of Pakistan,Away
2025-11-20,T20,Zimbabwe,Opponent,67 runs,Rawalpindi Cricket Stadium,2025,male,Sri Lanka,field,Sikandar Raza,Pakistan T20I Tri-Series,Away
2025-11-22,T20,Pakistan,Opponent,7 wickets,Rawalpindi Cricket Stadium,2025,male,Sri Lanka,bat,Mohammad Nawaz,Pakistan T20I Tri-Series,Away
2025-11-25,T20,Zimbabwe,Sri Lanka,9 wickets,Rawalpindi Cricket Stadium,2025,male,Zimbabwe,bat,P Nissanka,Pakistan T20I Tri-Series,Away
2025-11-27,T20,Pakistan,Sri Lanka,6 runs,Rawalpindi Cricket Stadium,2025,male,Pakistan,field,PVD Chameera,Pakistan T20I Tri-Series,Away
2025-11-29,T20,Pakistan,Opponent,6 wickets,Rawalpindi Cricket Stadium,2025,male,Pakistan,field,Mohammad Nawaz,Pakistan T20I Tri-Series,Away
2025-12-21,T20,India,Opponent,8 wickets,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025,female,India,field,JI Rodrigues,Sri Lanka Women tour of India,Away
2025-12-23,T20,India,Opponent,7 wickets,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025,female,India,field,Shafali Verma,Sri Lanka Women tour of India,Away
2025-12-26,T20,India,Opponent,8 wickets,"Greenfield International Stadium, Thiruvananthapuram",2025,female,India,field,Renuka Singh,Sri Lanka Women tour of India,Away
2025-12-28,T20,India,Opponent,30 runs,"Greenfield International Stadium, Thiruvananthapuram",2025,female,Sri Lanka,field,S Mandhana,Sri Lanka Women tour of India,Away
2025-12-30,T20,India,Opponent,15 runs,"Greenfield International Stadium, Thiruvananthapuram",2025,female,Sri Lanka,field,H Kaur,Sri Lanka Women tour of India,Away
2026-01-07,T20,Pakistan,Opponent,6 wickets,Rangiri Dambulla International Stadium,2026,male,Pakistan,field,Shadab Khan,Pakistan tour of Sri Lanka,Home
2026-01-11,T20,Pakistan,Sri Lanka,14 runs,Rangiri Dambulla International Stadium,2026,male,Pakistan,field,PWH de Silva,Pakistan tour of Sri Lanka,Home
2026-01-22,ODI,England,Sri Lanka,19 runs,"R Premadasa Stadium, Colombo",2026,male,Sri Lanka,bat,DN Wellalage,England tour of Sri Lanka,Home
2026-01-24,ODI,England,Opponent,5 wickets,"R Premadasa Stadium, Colombo",2026,male,Sri Lanka,bat,JE Root,England tour of Sri Lanka,Home
2026-01-27,ODI,England,Opponent,53 runs,"R Premadasa Stadium, Colombo",2026,male,England,bat,HC Brook,England tour of Sri Lanka,Home
2026-01-30,T20,England,Opponent,11 runs,Pallekele International Cricket Stadium,2026,male,England,field,AU Rashid,England tour of Sri Lanka,Home
2026-02-20,ODI,West Indies,Sri Lanka,10 runs,"National Cricket Stadium, St George's, Grenada",2026,female,West Indies,field,I Ranaweera,Sri Lanka Women tour of West Indies,Away
2026-02-22,ODI,West Indies,Sri Lanka,14 runs,"National Cricket Stadium, St George's, Grenada",2026,female,West Indies,field,RMVD Gunaratne,Sri Lanka Women tour of West Indies,Away
2026-02-25,ODI,West Indies,Opponent,6 wickets,"National Cricket Stadium, St George's, Grenada",2026,female,Sri Lanka,bat,HK Matthews,Sri Lanka Women tour of West Indies,Away
2026-04-20,ODI,Bangladesh,Opponent,3 wickets,"Shahid Kamruzzaman Stadium, Rajshahi",2026,female,Sri Lanka,bat,Sharmin Akhter,Sri Lanka Women tour of Bangladesh,Away
2026-04-22,ODI,Bangladesh,Sri Lanka,4 wickets,"Shahid Kamruzzaman Stadium, Rajshahi",2026,female,Bangladesh,bat,AC Jayangani,Sri Lanka Women tour of Bangladesh,Away
2026-04-25,ODI,Bangladesh,Sri Lanka,7 wickets,"Shahid Kamruzzaman Stadium, Rajshahi",2026,female,Bangladesh,bat,GWHM Perera,Sri Lanka Women tour of Bangladesh,Away
